Quality,#1 ID,#2 ID,#1 String,#2 String
1,3034583,3034604,"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants , said Pinal County Sheriff Roger Vanderpool .","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants , said Pinal County Sheriff Roger Vanderpool ."
0,379930,379912,"Spot gold was fetching $ 365.25 / 366.25 an ounce at 0520 GMT , having galloped as high as $ 368.90 -- a level not seen since February 10 .","Spot gold was quoted at $ 367.90 / 368.60 an ounce at 1000 GMT , having marched up to $ 369.50 -- a level not seen since February 10 ."
1,1463866,1463765,The Production Index rose by 1.4 percentage points from 51.5 percent in May to 52.9 percent in June .,The production index rose to 52.9 percent from 51.5 percent in May .
1,1934033,1933985," Our own history should remind us that the union of democratic principle and practice is always a work in progress ,  Rice said in reference to Iraq ."," Our own histories should remind us that the union of democratic principle and practice is always a work in progress ,  she said ."
1,2046157,2046255,"After their arrests , the men told investigators they paid to be smuggled into the United States from Canada last month .","After their arrests , sources said the men admitted they were smuggled into Washington state from Canada in July ."
1,1703383,1703476,"Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a Bloomfield Township parking lot in Oakland County , about 25 miles north of Detroit .","Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a parking lot in a Detroit suburb in Oakland County ."
0,3344667,3344648,"Around 0335 GMT , Tab shares were up 19 cents , or 4.4 % , at A $ 4.56 , having earlier set a record high of A $ 4.57 .","Tab shares jumped 20 cents , or 4.6 % , to set a record closing high at A $ 4.57 ."
1,2694682,2694609," You know I have always tried to be honest with you and open about my life ,  Limbaugh said Friday on his program ."," You know I have always tried to be honest with you and open about my life ,  Limbaugh said during a stunning admission aired nationwide ."
1,713225,713251,"Another piece would be sent to the lab in Virginia for additional testing , Conte said .","Another piece of the suit will be sent to Virginia for more testing , Conte said ."
0,2636355,2636382,McKnight 's lawyers say there is no proof her cocaine use caused the child 's death .,McKnight 's lawyers said she had no intention of harming the child .
1,571118,571179,Several black Democratic leaders were attempting to arrange a meeting with DNC chairman Terry McAuliffe to discuss the layoffs .,Black Democratic leaders were trying to arrange a meeting with Democratic National Committee Chairman Terry McAuliffe to discuss the layoffs of 10 minority staffers at party headquarters .
1,2521336,2521360," We had nothing to do with @ Stake 's internal personnel decision ,  Microsoft spokesman Sean Sundwell said ."," Microsoft had absolutely nothing to do with AtStake 's internal personnel decision ,  Sundwall said ."
0,1378077,1378273,Advancing issues outnumbered decliners about 8 to 5 on the New York Stock Exchange .,Declining issues outnumbered advancers slightly more than 3 to 1 on the New York Stock Exchange .
1,758342,758501,Physicians who violate the ban would be subject to fines and up to two years in prison .,"Physicians who perform the procedure would face up to two years in prison , under the bill ."
1,2527006,2527060,"Neither immediately said his agency would appeal the decision , but many others following the case said an appeal was likely soon .",Neither said whether they would appeal the decision but others said an appeal was certain .
1,1380626,1381239,His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas .,Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas dissented .
1,2433757,2433838,Prime Minister Junichiro Koizumi must be counting his lucky stars .,Prime Minister Junichiro Koizumi has all but popped the champagne bottle .
1,84518,84541,"Also Tuesday , the United States also released more Iraqi prisoners of war , and officials announced that all would soon be let go .","Meanwhile in southern Iraq , the United States released more Iraqi prisoners of war , and officials announced that all would be let go soon ."
1,2804176,2804094,He also said he advised his grown-up children not to run up credit card debts .,Barclays chief executive Matt Barrett also said he had advised his children never to use credit cards .
1,2467993,2467953,"In addition , juries in both state and federal cases have become increasingly reluctant to impose the death penalty .",Juries in state and federal cases alike have also grown reluctant to impose the death penalty .
1,2163103,2162889,"""Mr. Dewhurst has called for a """" cooling period """" between special sessions , which could give the Democrats some time at home .""","Mr. Dewhurst has suggested a cooling-off period , which could give the senators time to go home ."
1,1143990,1144182,It would have been the first time in Texas history that the comptroller had not certified the budget .,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act .
0,953477,953744,"The broader Standard & Poor 's 500 Index .SPX fell 3 points , or 0.30 percent , to 995 .","The technology-laced Nasdaq Composite Index < .IXIC > added 1.92 points , or 0.12 percent , at 1,647.94 ."
1,2916161,2916192,"""It 's almost as if they ( Russians ) hit an x-mark on the ground , """" NASA spokesman Robert Navias said .""","""It 's almost as if they ( Russians ) hit an x-mark on the ground . """""""
1,1987927,1987906,Officer Evans did not respond to requests for an interview last week .,Officer Evans had declined written and telephone requests for an interview .
1,1803771,1803716,"The CBO analysis of the Senate package said an amendment sponsored by Sen. Maria Cantwell , D-Wash . , accounted for $ 40 billion of the total cost .",The budget office said one provision of the Senate bill accounted for $ 40 billion of the cost .
1,2467891,2467898,"Between 1993 and 2002 , 142 allegations of sexual assault were reported .","From 1993 to 2002 , there were 142 reported sexual assaults at the academy ."
0,1110030,1109897,The U.N. nuclear watchdog reprimanded Iran on Thursday for failing to comply with its nuclear safeguards obligations and called on Tehran to unconditionally accept stricter inspections by the agency .,"The U.N. atomic watchdog rapped Iran Thursday for failing to comply with nuclear safeguards , issuing a statement Washington said underlined international opposition to Tehran developing any banned weapons ."
1,1946070,1946095,"He was sent to Larned State Hospital , where he was evaluated and treated .",He ordered him sent to the Larned State Security Hospital for continued evaluation and treatment .
1,2086152,2086347," We 're a quiet , peaceful town of 862 people and nothing ever happens ,  said Carolyn Greene Bennett , Cedar Grove 's town recorder ."," We 're a quiet , peaceful town of 862 people and nothing ever happens ,  Bennett said ."
1,2933868,2933701,"""He said that in early December , immigration inspectors at Hartsfield will be able to match the fingerprints to the federal government 's computerized """" watch lists . """"""","""In early December , immigration inspectors at Hartsfield will be able to match the fingerprints to the federal government 's computerized """" watch lists , """" Williams said ."""
0,1851865,1851822,Advertising revenue at the FT newspaper was down 18 percent in the first half and circulation was down 5 percent .,Advertising revenue at the Financial Times was down about 18 percent in the first half and recent months have seen little improvement .
1,1694566,1694515,"The US version will cost $ 99 for an individual licence , the same as the existing version .","Contribute 2 costs 69 for an individual license , the same as the existing version ."
1,1807913,1807986,"""All along , we were basing our decisions on the best information that we had at the time , """" she said .""","""She insisted that throughout the mission , managers """" were basing our decisions on the best information that we had at the time . """""""
1,47037,47072,"Some 660 prisoners from 42 countries , including Canada , are held , many captured during the war against in Afghanistan the al-Qaida network .","Some 660 prisoners from 42 countries are being held at the Naval base at Guantanamo Bay , many captured during the war against Al Qaeda in Afghanistan ."
0,2304663,2304743,"Although they no longer get the glory , desktop PC exceeded IDC 's shipment expectations in the second quarter , Kay said .","Desktop PC shipments also exceeded IDC 's expectations in the second quarter , Kay said ."
1,3277643,3277659,"NEC is pitching its wireless gear and management software to a variety of industries , including health care and hospitality .","NEC 's pitching its wireless gear and management software to a variety of industries , including healthcare and hospitality , a company spokesman said ."
1,2768316,2768361,The Belgian probe centred on allegations that certain cereals firms were tipped off about prices two hours before they were officially available .,He said the allegations were that certain cereals companies were tipped off to grain prices two hours before they were officially available .
0,3207740,3207771,"The number of people in the UK infected by HIV , the virus that causes Aids , increased by almost 20 per cent last year to nearly 50,000 .","The global epidemic of HIV , the virus that causes Aids , is tightening its grip on Britain with a record number of new cases diagnosed last year ."
0,2067846,2068336,Their worst-case scenario is the accidental deletion or malicious falsification of ballots from the 1.42 million Californians who could vote on electronic touch-screen machines .,Their worst-case scenario is the accidental deletion or malicious falsification of ballots from the 1.42 million Californians voting electronically - 9.3 percent of the state 's 15.3 million registered voters .
1,3050823,3051282, I picked prostitutes as my victims because I hate most prostitutes and I did not want to pay them for sex . ,"""It went on : """" I picked prostitutes as my victims because I hated most prostitutes and I did not want to pay them for sex ."""
0,707136,707112,"In court papers filed Tuesday , Lee asked for an injunction against Viacom 's use of the name , saying he had never given his consent for it to be used .","In papers filed Tuesday in Manhattan 's state Supreme Court , Lee asked for an injunction against Viacom 's use of the name Spike for TNN ."
1,516157,516020,The budget analysis comes as negotiations between the City Council and the Bloomberg administration heat up .,Budget negotiations between the mayor and the City Council are entering high gear .
1,2205796,2205913," Rendezvous has been a TIBCO mark for many years and is one of our flagship products ,  said George Ahn , chief marketing officer , Tibco .","""Tibco 's chief marketing officer George Ahn said : """" Rendezvous has been a Tibco mark for many years and is one of our flagship products ."""
0,230999,231027,She was persuaded not to resign but she was expected to be the victim of a forthcoming ministerial reshuffle .,But she was expected to be a victim in a forthcoming ministerial reshuffle .
0,923806,923784,"Cable high-speed lines increased 32.2 percent to 243,143 .","For the full year , high-speed ADSL increased by 64 percent ."
1,798489,798424,Shares of Bristol-Myers rose to $ 28 in electronic trading from the $ 26.90 close on the New York Stock Exchange .,"Bristol shares rose $ 1.30 , or 5 percent , to $ 28.20 , after closing at $ 26.90 on the New York Stock Exchange ."
1,3419852,3419777,"Researchers at Sweden 's Karolinska Institute reanalyzed data from more than 2,000 infants who had been treated with radiation for a benign birthmark condition between 1930 and 1959 .","Researchers at Sweden 's Karolinska Institute recently went over data from more than 2,000 children treated with radiation for a harmless birthmark condition between 1930 and 1959 ."
1,2594771,2594835,The Institute for Supply Management 's manufacturing index dipped to 53.7 from 54.7 in August .,The Institute 's national manufacturing barometer slipped to 53.7 in September from 54.7 in August .
0,2654042,2653952,"Attorney Patricia Anderson , who represents the Schindlers in the courtroom tug-of-war with their son-in-law , declined to comment on the case .","Pat Anderson , the lawyer representing the Schindlers , declined to comment on the filing ."
1,222638,222492,The company is in the early stages of testing the drug for rheumatoid arthritis .,The company is also testing its cancer drug Rituxan for use by rheumatoid arthritis patients .
0,3257010,3257120,"Mr. Bush had sought to store his papers in his father 's presidential library , where they would have stayed secret for a half-century .","In Texas , public watchdog groups opposed Mr. Bush 's efforts to house his papers at his father 's presidential library , where they would have remained secret for a half-century ."
1,578547,577866,"Wyeth estimates that 1.2 million women continue to take Prempro pills , down from about 3.4 million before the study was halted last summer .","Wyeth estimates that 1,2 million women are still taking Prempro pills , down from about 3,4 million before the WHI study was halted last year ."
1,550074,550082,"In the settlement , Tyrer agreed to pay $ US1.06 million in allegedly ill-gotten trading profits and $ US342,195 in interest , the SEC said .","To settle the charges , Mr. Tyrer agreed to surrender $ 1.06 million in trading profits and $ 342,195 in interest ."
0,3177055,3177119,"New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002 .","In 2001 , there were 6.5 million high-tech jobs in the United States ."
1,67647,67568, The releases are the latest in a series of efforts by the government to move Myanmar to multi-party democracy and national conciliation . ," The releases are the latest in a series of efforts by the government to move Myanmar closer to multiparty democracy and national reconciliation ,  a government statement said ."
1,1358458,1358496,"""But the institute says the department """" woefully underestimates """" the changes that would occur under the proposal .""",But the institute says the department ‘ ‘ woefully underestimates ’ ’ the changes that would occur if the proposal is implemented .
0,1686539,1686168,"That fire , the largest wildfire in state history , charred 469,000 acres and destroyed 491 homes in surrounding communities .","That fire devastated timber on the reservation , while charring 469,000 acres and destroying 491 homes in surrounding communities ."
0,672288,672347,"Combined , the companies will have about $ 2.8 billion in annual revenues , 13,000 employees and more than 11,000 customers in 150 countries .","The deal creates a company with about $ 2.8bn in annual revenues with 13,000 employees and 11,000 customers ."
1,2301818,2302005," I am listening to the same things I listened to 17 years ago ,  Hollings said .",Im hearing the same things I listened to 17 years ago .
1,1928842,1928345,"He admits he occasionally lived the life of a playboy : smoking pot , chasing women and living fast and loose .","Schwarzenegger has admitted to occasionally living the life of a playboy : smoking pot , chasing women and living fast and loose ."
1,2862391,2862245," Imagine that in someone 's fucking brain ,  Klebold said .","Imagine , one said , what a bullet would do in someone 's brain ."
0,3435718,3435733,"The technology-laced Nasdaq Composite Index < .IXIC > tacked on 5.91 points , or 0.29 percent , to 2,053.27 .","The technology-focused Nasdaq Composite Index < .IXIC > advanced 6 points , or 0.30 percent , to 2,053 , erasing earlier losses ."
0,384190,384162,Arts helped coach the youth on an eighth-grade football team at Lombardi Middle School in Green Bay .,The boy was a student at Lombardi Middle School in Green Bay .
0,58747,58516,"The Nasdaq composite index increased 10.73 , or 0.7 percent , to 1,514.77 .","The Nasdaq Composite index , full of technology stocks , was lately up around 18 points ."
1,2298330,2298202,The four fund companies named by Spitzer each said they 're cooperating with his investigation .,All the fund companies have said they are cooperating with Spitzer 's probe .
1,327456,327366,Economists said that raised the odds of a rate cut at the Fed 's next meeting on June 24-25 .,Economists said those concerns raised the odds that the Fed might reduce rates at its next meeting on June 24-25 .
1,349160,349058,Spider-Man snatched $ 114.7 million in its debut last year and went on to capture $ 403.7 million .,"Spider-Man , rated PG-13 , snatched $ 114.7 million in its first weekend and went on to take in $ 403.7 million ."
1,1924261,1924210,But U.S. troops will not shrink from mounting raids and attacking their foes when their locations can be pinpointed .,But American troops will not shrink from mounting raids in the locations of their foes that can be pinpointed .
1,1469341,1469352,The Fox Movie Channel has banned Charlie Chan .,Charlie Chan is off the case for the Fox Movie Channel .
0,2564891,2565017,"The bureau report shows significant increases in uninsured rates occurred among whites , blacks , people 18 to 24 , and middle- and higher-income earners nationwide .","Reflecting the broad scope of the recession and its aftermath , significant increases in uninsured rates occurred among whites , blacks , people 18-to-64 , and middle- and higher-income earners ."
1,2512758,2512692,"FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations , U.S. officials said on Thursday .",A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations .
1,200221,200024,"""In a letter sent to The Times and read to the Associated Press after his resignation , Blair blamed """" personal issues """" and apologized for his """" lapse of journalistic integrity . """"""","""In a letter sent to The New York Times after his resignation , Mr Blair blamed """" personal issues """" and apologised for his """" lapse of journalistic integrity """" ."""
1,2077719,2077537,The OneNote note-taking tool is listed at £ 169.99 while the InfoPath XML ( Extensible Markup Language ) data gathering application is priced at £ 179.99 .,The OneNote note-taking tool is listed at $ 273 while the InfoPath XML data gathering application is priced at $ 289 .
1,2054996,2054926,WHO noted that most resistant bacteria growth among humans was due to overuse of antibiotics by doctors -- not due to farmers .,"The WHO said in a report on Wednesday that most resistant bacteria growth among humans was not due to farmers , but to overuse of antibiotics by doctors ."
0,329403,329927,"Energy prices dropped by 8.6 percent , the biggest decline since July 1986 .","Excluding food and energy prices , the PPI fell 0.9 per cent , the biggest drop since August 1993 ."
1,2284830,2284862," Our party will never be the choice of the NRA - and I am not looking to be the candidate of the NRA ,  he said .","""Our party will never be the choice of the N.R.A. , and I 'm not looking to be the candidate of the N.R.A. , """" a reference to the National Rifle Association ."""
1,3446507,3446446," It 's routine for IBM to challenge its internal IT teams to rigorously test new platforms and technologies inside IBM ,  she said .", It is routine for IBM to challenge its internal IT team to rigorously test new platforms and technology inside IBM . 
1,1604530,1604464,"In addition to HP , vendors backing SMI-S include Computer Associates , EMC , IBM , Sun and Veritas .","Computer Associates , EMC , IBM , Sun Microsystems , and VERITAS are also onboard to support the storage standard ."
0,811407,811378,"""The New York senator 's new book , """" Living History , """" appears a certain bestseller .""","Hillary Clinton , the New York senator and former first lady , has a book out Monday titled Living History ."
1,2713318,2713331,"The American Chamber of Commerce and InvestHK , which oversees investment into the territory , are talking to other bands to ask them to step in .","The American Chamber of Commerce and InvestHK , which oversees investment into the territory , is talking to other bands to replace the Stones ."
1,2702353,2702573,"Doctors say one or both boys may die , and that some brain damage is possible if they survive .","Doctors said that one or both of the boys may die and that if they survive , some brain damage is possible ."
1,2002136,2002037,Wall Street is looking for a profit of 30 cents a share in the third quarter and $ 1.31 for the fiscal year .,Analysts were expecting a profit of 30 cents a share for the third quarter and $ 1.31 a share for the full year .
0,772613,772655,"Federal agent Bill Polychronopoulos said it was not known if the man , 30 , would be charged .",Federal Agent Bill Polychronopoulos said last night the man involved in the Melbourne incident had been unarmed .
1,673728,673502,"Microsoft will seek to simplify creation of BizTalk applications by tying it more tightly to its flagship development tool , Visual Studio.Net.","The software maker is seeking to simplify creation of BizTalk applications by tying it more tightly to its flagship development tool , Visual Studio.Net."
0,543292,543234,"Russia had closed checkpoints on parts of the border with China and Mongolia until June 4 , Itar-Tass news agency said .","Russia has closed dozens of checkpoints on the border with China and Mongolia , which has also reported SARS cases , until June 4 , Itar-Tass news agency said ."
0,350042,350051,"Officials at Microsoft and Lindon , Utah-based SCO couldn 't be immediately reached for comment .",Microsoft in Europe could not be immediately reached for comment .
1,2961847,2961942,"As part of his deal , Mr. Delainey has agreed to cooperate in the continuing investigation .",Dave Delainey agreed to cooperate with federal prosecutors in exchange for the plea .
0,1684863,1685118,"Muhammad will stand trial for the Oct. 9 slaying of Dean Harold Meyers , 53 .","Muhammad , 42 , is charged in the Oct. 9 slaying of Dean H. Meyers , 53 , at a gas station in Manassas ."
1,2529315,2529412,"Watson , of Whitakers , N.C. , was found guilty of making a false threat to detonate explosives , and destruction of federal property .","Dwight Watson , 50 , was convicted of making a false threat to detonate explosives and of destroying federal property ."
1,2045019,2045249,"Sen. Charles Schumer , D-N.Y. , sent a letter to President Bush Wednesday demanding action on the legislation .","Sen. Charles Schumer ( D-N.Y. ) , a supporter of Boxer 's bill , sent a letter to President Bush on Wednesday demanding action on the legislation ."
0,1299090,1298965,ODonnell was just 3-of-5 for 24 yards and no touchdowns or interceptions a year ago .,"The 13-year veteran has passed for 21,438 yards and 118 touchdowns with 67 interceptions ."
1,358546,358608,"That means that if the planet is in a season , it will continue to brighten for the next 20 years .","If what scientists are observing is truly seasonal change , the planet will continue to brighten for another 20 years ."
1,1650317,1650169,Bond voiced disappointment that neither President Bush nor his brother attended the 2002 conference in Texas or the 2003 meeting in Florida .,Bond also voiced his disappointment that neither President Bush nor his brother attended this conference in Florida or last year 's conference in Texas .
1,1116151,1116373,"The rioters shot one person in the shoulder and beat and stabbed others , police said .",On Tuesday night rioters shot one person in the shoulder and beat or stabbed others .
1,1587317,1587467,"""Selling it symbolically writes a finish to that chapter in the administration of our city schools . """""""," Selling it symbolically writes ' Finish ' to that chapter in the administration of our city 's schools ,  he said ."
1,3271341,3271457," The United States welcomes a greater NATO role in Iraq 's stabilization ,  Powell said ."," The United States welcomes a greater NATO role in Iraq 's stabilization ,  Mr. Powell told his colleagues in a speech today ."
0,2082967,2082948,Hurricane warnings were posted Friday along parts of the lower Texas coast as Tropical Storm Erika sped across the Gulf of Mexico and headed for landfall .,"One month after Hurricane Claudette pounded Texas , hurricane warnings were posted Friday along parts of the coast as fast-moving Tropical Storm Erika churned across the gulf ."
0,138816,138616,The government defeated the rebel motion by 297 votes to 117 in the 659-seat House of Commons .,"It was defeated by 297 votes to 117 , a Government majority of 180 ."
1,2857171,2857458," People just love e-mail , and it really bothers them that spam is ruining such a good thing ,  said Deborah Fallows , the Pew researcher who wrote the report ."," People just love e-mail , and it really bothers them that spam is ruining such a good thing ,  said Deborah Fallows , senior research fellow with the Pew project ."
1,1770700,1770742,"But to see those pages , users would be required by Amazon to register , and Amazon plans to limit the amount of any single book a customer can view .","But to see those pages Amazon would require users to register , and it plans to limit the amount of any single book a browser can view ."
1,2189818,2189911,"""Sixteen days later , as superheated air from the shuttle 's reentry rushed into the damaged wing , """" there was no possibility for crew survival , """" the board said .""","Sixteen days later , as superheated air from the shuttle ’ s re-entry rushed into the damaged wing , ‘ ‘ there was no possibility for crew survival , ’ ’ the board said ."
1,27707,27662,"Announced last week , Apple 's iTunes Music Store has sold over 1 million songs in the first week , the company announced on Monday .","Apple Computer 's new online music service sold more than 1 million songs during its first week of operation , the company said Monday ."
1,99767,99742,"The British ambassador to the United Nations , Sir Jeremy Greenstock , is scheduled to lead a Security Council Mission to the region in mid-May .","Sir Jeremy Greenstock , the UK 's ambassador to the UN , is due to lead a week-long Security Council mission to West Africa in mid-May ."
1,2492702,2492721,The companies also announced plans to collaborate on the design for future generations of memory technologies .,The two groups said they would collaborate on the design of future memory technologies .
1,1596229,1596205,A navy official on the scene said divers were scanning the river bed with metal finders before rain drove them to shore .,A navy official said divers scanned the river bed with metal detectors before rain drove them to shore .
0,2576090,2576067,"Songs can be burned to CDs , but the same playlist can only be burned up to five times - Apple 's puts the limit at ten burns .","Tracks can be burned to CDs , but the same playlist may only be burned up to five times ."
0,1123204,1123232,"The woman was hospitalized June 15 , Kansas health officials said .",Missouri health officials said he had not been hospitalized and is recovering .
1,2635882,2636067,"A man , 19-year-old Antowain Johnson , ``tried to go back in and get the rest of them but the smoke wouldn 't let him , ' ' she said .","""She said another man , 19-year-old Antowain Johnson , """" tried to go back in ... but the smoke wouldn 't let him . """""""
0,3400555,3400525,"Like the outgoing centre-left coalition , the next government is expected to come under pressure to hand over indicted war criminals or risk losing Western aid .",The next government is expected quickly to come under pressure to hand over iwar criminals or risk losing crucial Western aid .
0,1595057,1595083,"But Islamic Jihad 's main leadership in the Gaza Strip disowned the bombing , saying the group was still committed to the ceasefire .",The group 's leadership in Gaza insisted on Tuesday that it was still committed to the ceasefire .
0,2862020,2862058," I think it should have been released years ago ,  said Brian Rohrbough , whose son , Daniel , was killed at Columbine .","Brian Rohrbough , whose son , Daniel , was killed at Columbine , said the tape raises disturbing issues ."
1,2560856,2560808,PDC will also almost certainly fan the flames of speculation about Longhorn 's release .,PDC will also almost certainly reignite speculation about release dates of Microsoft 's new products .
0,3301397,3301422,"Rock singer Ozzy Osbourne , recovering from a quad bike crash , is conscious and joking in his hospital bed , his daughter Kelly said tonight .","Doctors hope rock singer Ozzy Osbourne , who is recovering from a quad bike crash , will begin breathing unassisted again soon , they said today ."
1,3151109,3151135,Tomorrow 's testimony is to give an inside look at tax shelter development and marketing .,Tuesday ’ s testimony is to give an inside look at tax-shelter development and marketing .
1,2046138,2046157,"After their arrests , the men told investigators they paid to be smuggled into Blaine , Wash . , from Canada last month , two sources said .","After their arrests , the men told investigators they paid to be smuggled into the United States from Canada last month ."
1,725414,725148,She concludes that what her husband did was morally wrong but not a betrayal of the public .,Mrs Clinton said her husband action 's were morally wrong but did not constitute a public betrayal .
1,424643,424716,SSE CEO Marchant said he would sell on Midlands ' power generation assets in Turkey and Pakistan to fellow British utility International Power Plc IPR.L for 21 million pounds .,After the deal SSE will sell on Midlands 's power generation assets in Turkey and Pakistan to fellow UK utility International Power Plc for 21 million pounds .
1,894151,893944,A tradition of Labor Day racing was established long ago in the Inland Empire .,There is a tradition of Labor Day racing in the Inland Valley .
1,1802891,1803095,"After he was led into the execution chamber and strapped to a gurney , Swisher raised his head and appeared to smile as his spiritual adviser spoke to him .","After he was led into the execution chamber and strapped to a gurney , Swisher raised his head and appeared to smile as the prison chaplain spoke in his ear ."
1,2293340,2293455,"A successful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .","But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint ."
0,223008,222987,The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 ."
0,1378008,1378273,Advancing issues outnumbered decliners nearly 2 to 1 on the New York Stock Exchange .,Declining issues outnumbered advancers slightly more than 3 to 1 on the New York Stock Exchange .
1,3261251,3261222,The remaining five men continue to be questioned under Section 17 of the Terrorism Act .,Three men and two women who were at the property were arrested under Section 41 of the Terrorism Act 2000 .
1,1114071,1114169,The numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .,"As stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society ."
1,633383,633460,"He had also said an interest rate cut by the European Central Bank , which meets Thursday , would be welcome .","He had also said on the eve of Monday 's talks that an interest rate cut by the European Central Bank , which meets on Thursday , would be welcome ."
1,544330,544222,"Earlier this month , Bremer called off a visit here , a move officials privately linked to U.S. uncertainty about the Kurdish issue .","Earlier this month , Mr. Bremer called off a visit , in a move that officials confided at the time was linked to uncertainty on the Kurdish situation ."
1,1363236,1362851,"""In an editorial in the journal , two breast cancer researchers said hormones ' effect on the breast creates a double-whammy that is """" almost unique """" in medicine .""","""In an accompanying editorial , two breast cancer researchers said that the effect of hormones on the breast created a double whammy that was """" almost unique """" in medicine ."""
1,161959,161850,"""E Ink is one of several groups trying to develop electronic """" paper """" for e-newspapers and e-books , and other uses - even clothing with computer screens sewn into it .""","""E Ink is one of several companies working to develop electronic """" paper """" for e-newspapers and e-books , and other possible applications _ even clothing with computer screens sewn into it ."""
1,3383800,3384248,"Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines , when necessary -- to move the inconvenienced passengers .",Delta personnel at Atlanta 's Hartsfield-Jackson International Airport scrambled all day to find alternate flights -- including seats on other airlines -- to move the inconvenienced passengers .
0,494836,494848,"Solomon 5.5 is available initially in the United States and Canada , for a starting price of about $ 12,700 .",Solomon 5.5 is now available in the U.S. and Canada through Microsoft Business Solutions resellers .
0,2947200,2947300,Shares in Safeway rose 1-1 / 4p to 290-1 / 2p while Morrison shares rose 1-3 / 4p to 222-3 / 4p in early morning trade .,Shares in Safeway rose 1-1 / 4p to 288-1 / 4p in morning trade in London .
0,2676314,2676351,I would like to congratulate Russia on the successful World Climate Change Conference last week .,Momentous happenings at the World Climate Conference in Moscow last week .
1,868100,868040,An Associated Press report is included .,Material from the Associated Press supplemented this report .
0,1342025,1341941,"If Lee is indicted , prosecutors will seek the death penalty .",Prosecutors filed a motion informing Lee they intend to seek the death penalty .
1,2042707,2042682,"We believe them to be without merit , and will defend ourselves vigorously .", We believe it is without merit and we will defend ourselves rigorously . 
0,2243130,2243048,"The Dow Jones industrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .","The Dow Jones rose 41.61 points Friday , a gain of 0.4 % for the day and 0.7 % for the week ."
1,3057898,3057973,They found molecules that can only be produced when ozone breaks down cholesterol .,And all of the samples contained molecules that can only be produced when cholesterol interacts with ozone .
1,2046156,2046137,"The two men , whose names were not released , both were using Pakistani passports and were seen together at the airport earlier in the evening , police said .","The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening , law enforcement sources said ."
1,2764143,2764068," The accuser arrived at the hospital wearing yellow knit panties - with someone else 's semen and sperm in them , not that of Mr. Bryant ,  Mackey hammered triumphantly ."," The accuser arrived at the hospital wearing panties with someone else 's semen and sperm in them , not that of Mr. Bryant , correct ? "
0,1239028,1239041,"Adults , who were shy as toddlers , had stronger brain activity in a part of the brain associated with coyness .","When shown pictures of unfamiliar faces , adults who were shy toddlers showed a relatively high level of activity in a part of the brain called the amygdala ."
1,3083706,3083626,"Dan Powers , vice president of grid computing strategy at IBM Corp. , says he 's not worried about such off-the-shelf PC clusters threatening sales of traditional supercomputers .","Dan Powers , IBM vice president of grid-computing strategy , says he 's not worried about off-the-shelf PC clusters threatening traditional supercomputer sales ."
1,3083629,3083709,Powers said almost all supercomputer users would rather pay companies like IBM to do all that than try to build their own .,"Powers said almost all supercomputer users would rather pay the $ 100,000 to $ 10 million for a supercomputer than try to build their own ."
1,3153783,3153726,"Eugene Uhl followed his father and grandfather into the military , his mother said .",She said her son followed his father and grandfather into the military .
0,1091268,1091301,The 30-year bond US30YT = RR dipped 14 / 32 for a yield of 4.26 percent from 4.23 percent .,"The 30-year bond US30YT = RR lost 16 / 32 , taking its yield to 4.20 percent from 4.18 percent ."
1,1465258,1465081,Food and Drug Administration ( news - web sites ) Commissioner Mark McClellan said Kraft 's initiative could start an important trend .,U.S. Food and Drug Administration Commissioner Mark McClellan said Kraft 's could start an important trend .
1,1475739,1475789,"""Bush said resistance forces hostile to the U.S. presence """" feel like ... the conditions are such that they can attack us there .""",There are some who feel like the conditions are such that they can attack us there .
1,332116,331983,Police said three of them had also been detained last week and held for two days as suspects over bomb attacks in Jakarta and the North Sumatran city of Medan .,Police said three of them had also been detained last week and held for two days as suspects over recent bomb attacks .
0,659434,659543,"""We don 't know if any will be SARS , """" said Dr. James Young , Ontario 's commissioner of public safety ."""," We 're being hyper-vigilant ,  said Dr. James Young , Ontario 's commissioner of public safety ."
